AT,V,AP,RH,PE
33.06,77.17,1009.01,47.53,430.32
07.38,40.35,1012.32,95.12,484.19
13.08,43.39,1007.16,67.28,471.33
08.04,40.02,1031.58,71.19,479.43
13.15,43.26,1014.09,88.44,475.09
27.03,71.14,1010.33,66.25,430.41
23.09,65.12,1016.35,72.02,447.31
15.34,41.23,997.27,86.56,465.16
24.34,66.05,1019.26,74.58,441.07
19.37,45.18,1008.27,48.38,463.46
24.43,65.27,1013.25,55.04,441.39
17.17,45.01,1013.47,81.42,458.22
31.52,76.02,1008.31,57.35,435.31
08.05,41.07,1020.14,72.37,491.01
13.15,40.25,1012.51,62.37,476.01
24.24,68.03,1018.03,81.51,437.12
18.21,39.54,1010.21,71.32,462.13
14.07,45.09,1013.32,94.45,463.09
34.03,73.56,1006.49,51.07,440.29
15.31,53.15,1025.21,55.22,461.17
14.57,39.28,1015.01,77.34,469.27
20.37,59.14,1016.05,70.58,450.06
14.05,41.09,1016.06,74.39,470.09
25.38,72.38,1006.59,91.01,432.06
07.03,39.42,1025.21,72.58,482.02
31.24,74.22,1008.14,49.17,430.44
31.02,73.17,1010.28,53.23,431.23
08.57,41.17,1020.18,72.47,484.02
13.01,41.49,1020.22,93.26,466.05
11.54,41.17,1022.13,83.05,466.01
16.01,65.46,1014,88.08,454.16
21.26,64.13,1008.54,97.23,440.42
21.22,43.43,1011.36,61.07,448.06
10.37,40.39,1010.09,95,477.31
17.37,58.49,1012.02,91.14,456.29
26.38,68.12,1011.36,67.26,439
19.13,42.18,1001.45,99.17,456.04
11.24,42.34,1021.03,95.19,469.03
07.06,41.04,1022.22,89.37,475.32
21.17,46.27,1008.07,76.22,453.11
24.17,49.18,1018.08,75.14,441.36
25.21,69.48,1011.39,75.27,436.02
23.29,75.18,1010.19,81.57,443.07
13.51,43.22,1010.03,75.02,466.29
17.17,45.08,1019.12,83.58,462.53
07.19,41.39,1018.12,91.16,486.35
27.02,65.12,1016,43.24,441.22
22.34,64.15,1021.02,62.15,453.03
05.36,39.04,1003.58,92.22,486.09
13.06,44.07,1012.49,96.36,472.44
15.27,54.03,1017.17,71.57,463.27
25.02,72.43,1008.37,84.36,437.29
11.29,44.02,1018.03,86.32,479.16
25.01,44.17,1010.09,50.08,445.39
23.01,73.39,1009.25,90.54,440.46
19,59.35,1018.05,83.38,452.36
09.02,41.17,1012.28,90.26,480.22
29.27,70.29,1015.21,67.16,425.55
00.09,74.07,1007.19,87.13,437.57
31.46,71.08,1011.15,55.28,435.36
14.28,39.39,1014.22,77.52,470.32
14.12,41.39,1019.13,76.51,473.28
25.06,64.13,1011.04,74.52,444.37
09.15,41.17,1022.39,86.46,479.25
15.04,39.31,1009.24,79.03,463.12
14.37,39.16,1016.05,84.06,471.36
14.08,45.08,1025.31,85.26,467.02
15.17,49.15,1020.56,80.27,468.12
27.32,64.13,1010.29,68.06,440.35
24.35,58.49,1011.03,71.04,445.06
13.53,41.11,1024.23,61.59,474.07
21.17,52.05,1012.22,46.01,455.02
23.15,71.34,1008.03,82.35,440.31
20.18,43.56,1013.14,39.16,462.08
07.02,40.02,1032.11,70.29,480.53
12.22,41.54,1020.36,68.05,477.37
21.03,67.45,1015.01,68.59,447.11
23.02,67.25,1017.17,72,443.44
15.52,40,1017,66.27,454.14
12.24,41.02,1012.48,90.25,473.22
26.57,48.06,1013.23,40.24,439.54
31.25,74.34,999.06,70.25,432.22
30.17,75.08,1005.17,56.29,439.29
11.28,40.55,1006.23,98.18,475.14
18.16,44.36,1013.18,78.33,465.26
08.44,41.17,1019.09,71.12,486.15
28.45,53.24,1006.18,43.16,440.26
23.21,62.44,1012.18,77.06,442.47
10,40.06,1017.23,79.31,480.37
27.17,64.45,1013.26,44.56,449.01
15.32,45.01,1013.03,84.12,459.31
27.51,49.03,1004.14,61.27,437.09
09.02,40.22,1013.19,91.25,483.29
27.26,71.32,1007.38,81.14,430.44
16.19,51.28,1014.58,99.09,460.19
11.47,40.27,1005.39,77.04,479.44
10.03,42.02,998.06,99.09,471.07
25.04,58.49,1011.02,73.07,445.35
15.26,38.25,1010.58,86.08,468.11
14.05,39.28,1013.37,80.04,472.31
08.23,41.01,1023.29,98.03,474.52
11.24,41.02,1015.53,60.09,467.06
26.07,58.59,1013,62.34,451.03
18.03,37.02,1012.23,68.09,470.42
32.32,68.03,1015.58,41.55,430.07
12.19,40.05,1015.05,85.01,473.08
27.36,66.54,1011.31,45.03,437.09
27.58,57.19,1008.28,53.35,435.07
25.13,58.09,1007.43,78.43,437.08
20.28,64.26,1016.04,75.06,447.26
14.39,45,1024.23,78.32,472.55
16.06,53.16,1014.05,77.15,457.26
16.27,57.29,1014.14,84.36,455.28
32.27,71.34,1007.34,51.18,429.41
28.11,69.51,1010.05,58.38,435.04
19.46,57.29,1014.02,85.35,448.26
29.15,65.24,1010.01,58.24,441.03
08.08,38.06,1021.32,84.27,483.08
28.22,80.14,1008.37,69.46,436.48
23.04,59.43,1010.23,69.39,443.39
17.32,45,1022.19,40.45,469.38
16.07,51.06,1015.26,95.27,458.14
26.35,64.05,1010.21,81.24,434.03
23.31,60.08,1017.14,64.35,453.05
25.38,60.32,1016.03,57.19,445.07
27.25,63.56,1013.25,53.24,444.39
17.03,44.17,1012.25,75.09,459.06
28.41,74.16,1010.29,72.09,439.02
24.39,72.25,1010.13,72.24,438.02
29.29,72.58,1007.39,73.25,429.13
18.13,44.12,1009.33,77.08,454.34
08.37,38.05,1014.24,72.36,487.19
23.42,73.17,1012.07,88.39,438.22
15.34,43.17,1018.09,74.35,463.07
15.47,46.48,1008.09,91.07,462.58
15.32,46.18,1014.21,99.22,466.03
17.25,39.39,1014.27,67.08,466.14
30.39,66.54,1002.07,59.15,429.29
19.07,54.42,1012.23,90.26,450.48
22.35,66.01,1016.27,74.33,448.41
21.24,63.47,1012.26,97.02,443.34
13.57,43.39,1007.51,89.35,472.04
23.39,65.03,1020.45,58.22,449.27
15.49,42.07,1018.01,78.07,460.32
13.25,50.23,1009.16,88.21,453.08
15.03,44.45,1021.34,65.57,460.06
17.08,46.48,1007.27,81.31,453.06
26.26,76.02,1006.13,69.35,439.15
05.52,43.25,1013.17,94.22,479.38
21.44,63.36,1020.27,80.25,450.57
11.02,41.26,1021.09,92.13,472.33
26.35,63.47,1012.17,66.22,445.05
22.02,58.59,1013.33,67.05,446.32
13.04,42.18,1010.02,64.57,467.08
25.38,75.07,1017.01,81.34,435.41
16.09,44.06,1014.06,61.51,462.07
07.09,44.05,1019.06,72.01,483.42
25.36,65.18,1013.08,76.19,436.24
25.58,47.01,1014.05,63.53,454.39
05.11,39.04,1012.16,92.14,488.56
32.35,70.08,1008.38,66.26,433.19
31.07,78.35,1015.28,62.07,436.36
14.34,48.23,1005.23,81.02,465.13
15.46,38.04,1014.57,87.53,463.36
20.46,54.02,1011.04,84,448.01
09.27,36.03,1027.33,72.13,480.06
29.03,68.09,1007.17,55.05,431.12
14.26,41.23,1009.16,82.04,470.37
22.58,58.12,1015.28,80.59,448.32
12.45,44.07,1014.01,91.34,474.27
09.41,41.54,1019.48,82.19,481.59
33.06,74.08,1015.04,41.28,425.17
23.01,51.03,1012.33,80.05,452.17
12.01,53.15,1021.34,77.56,465.08
18.02,43.52,1021.01,71.52,457.45
26.07,70.28,1008.24,83.32,441.35
18.41,45.29,1010.15,77.24,449.28
23.03,46.01,1014.14,73.06,458.28
27.14,75.23,1011.47,63.14,439.33
10.21,71.14,1019.43,88.33,470.04
05.41,40.07,1019.16,65.17,495.24
14.51,45.24,1023.23,82.33,465.09
22.24,59.26,1014.13,70.07,445.16
09.48,40.11,1025.49,74.21,472.16
19.25,43.43,1012.01,73.26,451.08
34.15,68.51,1011.15,37.02,430.19
18.26,59.15,1012.04,86.01,451.09
13.31,42.18,1016,84.34,466.56
21.07,65.09,1008.33,78.37,449.16
26.52,65.06,1013.04,52.18,440.06
22.02,44.05,1007.34,75.13,445.32
22.29,75.18,1010.35,80.39,444.06
21.17,52.03,1010.07,89.28,444.05
14.54,39.39,1014.27,76.39,470.23
10.36,44.07,1012.35,78.15,477.23
34.14,74.34,1000.19,43.56,434.23
06.06,41.17,1020.07,84.07,490.02
09.07,37.06,1026.08,84.36,480.38
14.17,43.26,1031.34,66.47,466.02
15.31,46.09,1019.59,98.01,462.13
23.09,70.47,1011.16,80.29,439.36
23.54,68.23,1009.44,65.48,426.24
31.35,67.32,1014.14,38.56,440.21
12.19,40.05,1015.17,84.39,474.32
12.35,42.07,1018.52,85.13,468.31
09.09,42.32,1029.36,91,479.38
06.25,41.55,1002.35,99.41,484.47
13.32,39.35,1014.56,88.29,470.23
32.25,77.54,1010.46,54.57,431.26
26.27,63.47,1011.54,65.45,446.27
25.07,49.05,1014.02,59.42,455.31
20.21,43.56,1013.39,38.13,460.59
14.55,45.24,1024.23,87.06,465.14
14.05,39,1017.04,76.15,465.32
27.53,68.23,1009.04,54.13,429.05
09.31,40.11,1023.27,78.39,475.43
30.58,65.18,1012.01,37.43,437.17
25.44,56.57,1013.08,67.12,445.01
30.51,71.34,1008.04,59.42,431.31
09.08,40.46,1019.48,77.37,477.21
34.07,80.18,1011.23,61.27,432.39
21.48,67.31,1008.58,84.49,447.42
23.01,45.38,1014.32,63.31,459.53
11.12,36.16,1020.11,62.26,473.48
15.16,40.04,1010.37,82.39,466.22
31.13,67.45,1015.02,41.34,435.14
16.03,38.27,1020.04,75.17,465.28
12.05,41.54,1020.09,68.36,476.04
18.06,57.05,1020.02,81.59,459.14
09.35,38.56,1018.25,64.34,475.43
14.32,45.08,1023.24,84.53,467.21
14.51,43.17,1017.47,82.35,463.37
16.39,40.03,1006.09,90.32,465.35
26.02,63.07,1011.34,54.36,447.22
26.36,72.04,1004.24,87.23,433.33
34.34,75.07,1016.34,28.16,428.38
21.03,64.26,1015.24,72.12,451.04
12.32,41.02,1017.39,81.24,476
21.31,59.06,1013.07,69.36,452.36
11.08,41.54,1020,66.25,476.12
29.08,62.26,1012.18,63.07,440.57
29.02,80.14,1008.12,65.39,436.12
20.31,50.09,1011.57,69.03,455.37
11.24,40.27,1005.24,87.27,479.22
28.52,65.36,1005.09,71.19,431.36
32.26,71.29,1008.41,48.58,432.36
13.52,41.23,1010.34,87.53,470.47
23,60.37,1005.34,84.13,437.06
16.57,54.22,1015.17,64.09,462.52
27.38,75.18,1010.17,69.54,442.28
30.05,67.15,1017.55,38.02,433.27
24.07,44.57,1008.24,58.02,445.05
00.03,59.19,1017.02,68.08,443.26
22.56,49.32,1010.07,52.03,445.07
10.27,42.22,1033.04,68.57,475.58
20.01,57.05,1021.04,64.14,457.41
18.36,62.01,1019.09,79.09,453.05
18.03,53.16,1013.02,82.35,456.55
33.35,75.08,1005.32,47.07,436.03
10.19,45.03,1020.58,92.04,472.45
29.12,66.56,1006.09,50.19,430.34
20.11,51.19,1008.22,92.06,449.03
20.03,61.17,1017.23,88.22,449.31
12.19,41.17,1019.43,65.47,476.04
25.08,71.58,1010.08,85.14,435.02
10.03,40.27,1010.36,81.03,477.38
15.43,38.58,1016.58,81.17,463.44
07.49,40.21,1019.03,87.29,483.59
10.19,37.14,1013.14,73.48,475.01
30.13,72.38,1005.35,64.02,431
10.17,40.01,1014.05,91.09,479.58
30.07,70.22,1010.39,57.53,437.38
21.36,46.01,1013.43,84.04,457.25
14.03,41.32,1022.29,80.05,462.04
17.53,51.06,1013.14,91.51,457.28
09.56,45.11,1021.13,64.06,488.32
18.28,44.02,1019.23,53.28,458.59
29.01,73.09,1007.47,59.48,436.56
16.12,42.16,1023.07,67.35,462.19
06.08,39.37,1020.24,73.29,487.33
25.21,61.35,1015.12,55.11,446.09
19.02,61.27,1020.02,65.53,455.02
21.14,70.34,1009.27,80.14,441.09
12.22,42.07,1013.34,84.51,477.13
22.07,71.12,1010.52,83.36,443.28
06.09,41.11,1022.18,94.08,471.43
25.32,61.25,1011.56,80.01,437.07
21.05,44.58,1017.27,57.58,460.02
24.47,48.06,1002.49,75.04,442.08
13.44,41.09,1014.54,78.37,473
20.37,69.48,1011.04,84.31,446.21
22.49,61.47,1009.14,90.23,437.01
30.32,70.15,1009.12,67.15,441.05
33.01,69.07,1005.02,51.41,434.34
07.01,37.08,1021.47,63.24,484.35
15.02,40.55,1005,88.04,465.09
26.28,63.47,1012.35,66.27,444.34
30.04,67.25,1017.57,38.14,435.23
15.41,42.44,1012.06,87.14,472.28
16.03,41.16,1008.28,77.01,463.47
17.03,54.22,1015.18,66.09,458.29
20,39.53,1007.59,62.09,456.28
13.49,44.47,1030.46,69.49,467.06
26.16,64.34,1018.49,42.14,446.18
14.23,45.08,1024.02,80.52,465.05
16,49.18,1013.09,89.04,458.27
30.31,74.33,1013.22,40.16,430.26
15.09,39.52,1017.05,72.43,469.08
19.07,45.03,1020.23,45.33,456.37
16.41,41.48,1016.28,45.19,452.33
12.59,40.03,1019.16,85.04,472.03
06.03,39.33,1011.03,94.26,490.35
22.49,59.22,1010.13,85.19,444.11
12.02,41.54,1020.34,66.43,478.15
15.08,44.39,1023.36,87.19,462.31
10.39,42.22,1033.14,68.36,476.15
23.35,66.54,1004.53,88.06,434.41
18.19,66.54,1012.09,86.05,449.22
19.32,52.09,1017.26,68.02,458.06
10.38,41.32,1021.53,95.18,466.46
28.41,75.06,1018.48,56.07,440.28
17.05,46.18,1010.06,96.09,465.06
31.11,74.16,1012.02,59.26,436.09
12.49,38.25,1013.01,83.32,471.03
13.07,34.03,1019.22,69.07,470.02
23.13,67.15,1018.13,84.06,438.33
14.45,45.24,1023.28,83.19,461
17.23,46.48,1007.21,87.23,456.04
33.27,66.44,1011.03,43.47,430.11
11.05,41.15,1016.55,87.08,478.07
22.23,58.25,1012.49,75.16,448.21
22.45,64.17,1014.57,87.44,444.26
19.05,53.12,1025.21,50.21,457.26
30.01,67.07,1006.31,39.28,434.14
07.32,41.26,1010.11,95.18,482.01
29.45,65.36,1005.52,60.32,433.04
09.13,42.32,1029.41,90.12,481.39
08.53,41.17,1010.25,91.35,481.03
07.55,43.25,1011.21,93.25,485.33
16.51,52.26,1022.37,81.18,442.48
26.03,72.34,1007.04,85.12,429.23
05.21,36.19,1011.05,95.08,484.03
25.41,65.12,1016.01,53.39,443.26
26.45,75.06,1017.42,74.05,437.29
35.56,69.34,1006.56,39.15,430.09
23.05,66.34,1011.39,70.13,442.39
11.33,39.22,1019.44,65.34,473.27
33.21,77.17,1009.17,53.13,430.53
30.36,70.22,1010.02,54.22,439.05
12.24,39.28,1017.37,90.52,477.51
17.15,44.09,1017.05,63.36,464.28
14.28,45.24,1025.24,79.09,474.57
19.36,39.54,1009.37,59.32,459.15
21.16,45.38,1015.05,73.06,459.03
13.49,44.47,1030.18,69.15,468.46
17.03,62.01,1020.28,88.06,451.23
22.37,41.54,1014.14,72.21,459.06
26.32,70.11,1009.39,67.05,441.25
00.29,48.41,1010.48,62.31,442.23
26.43,75.33,1004.09,86.48,432.19
29.56,74.22,1007.45,57.46,433.24
25.28,51.43,1011.28,67.38,441.03
06.06,39.42,1024.07,78.52,482.11
30.11,72.25,1009.21,71.26,428.49
14.57,45.24,1023.46,87.02,464.58
23.09,45.01,1012.25,44.35,453.45
29.45,68.24,1007.45,33.21,432.53
13.15,41.04,1020.44,83.17,467.33
11.02,38.28,1013.51,96.06,472.11
32,58.09,1003.48,51.38,438.21
17.04,44.58,1018.09,60.58,468.01
09.59,39.31,1012.27,81.03,480.36
30.02,73.05,1010.52,45.31,430.24
27,73.42,1012.02,87.28,433.19
14.39,45.24,1023.55,91.14,464.15
12.08,40.24,1017.03,92.32,474.07
20.05,45.01,1014.18,57.17,452.03
22.54,63.07,1012.11,82.04,442.28
15.26,45.11,1018.03,49.46,466.38
23.03,54.42,1014.42,75.38,454.17
07.28,40.21,1018.01,87.56,483
10.03,41.46,1018.21,86.17,480.05
25.22,59.27,1013.16,72.34,445.21
24.01,50.16,1004.22,75.32,443.03
09.28,41.54,1019.05,81.17,485.39
00.09,65.59,1011.25,89.32,440.06
14.06,42.32,1016.11,77.03,465.07
22.19,63.36,1019.54,68.36,453.03
27.32,51.43,1012.29,59.33,437.35
29.01,66.11,1014.01,48.07,446.22
21.08,70.32,1011.39,89.19,440.59
08.07,41.17,1019.04,86.43,484.54
24.08,66.51,1017.14,66.12,441.34
30.39,71.08,1011.27,64.11,436.22
20.08,68.28,1003.02,71.57,452.47
29.13,68.03,1015.36,37.08,437.25
20.09,57.05,1021.17,63.23,456.29
23.01,60.08,1018.09,65.44,451.01
22.02,51.19,1009.02,83.35,445.54
20.58,51.18,1009.27,91.18,445.03
25.21,75.06,1017.19,70.24,446.24
22.35,58.59,1014.39,80.18,444.04
14.14,44.21,1023.26,84.02,467.07
27.19,62.44,1011.51,72.46,440.55
22.38,56.37,1009.12,89.51,443.05
18.16,42.42,1009.09,66.26,468.27
20.08,63.09,1019,77.06,449.14
22.29,61.27,1019.05,58.23,450.21
22.39,72.25,1009.05,75.17,441.01
10.24,41.17,1020.13,82.04,480.18
08.42,37.49,1009.22,82.15,479.27
20.28,69.03,1012.42,70.31,454.36
26.11,66.05,1018.58,66.23,444.35
14.04,42.44,1013.14,82.29,472.21
25.21,70.04,1009.51,76.13,433.33
32.31,62.04,1010.41,39.39,450.13
18.02,53.12,1026.27,54.26,463.47
18.19,44.09,1020.05,70.12,458.12
13.45,43.14,1015.05,74.33,474.01
30.47,70.02,1010.05,62.03,436.12
30.27,65.09,1006.03,54.09,436.07
29.53,72.37,1008.06,79.25,435.36
30.01,62.34,1005.28,62.34,436.34
23.01,50.32,1008.41,79.04,445.14
16.02,44.09,1009.03,83.02,455.48
30.04,54.02,1013,39.56,438.12
21.04,44.57,1005.07,73.09,445.09
28.37,68.31,1011.04,56.31,443.34
31.59,58.09,1003.39,47.06,440.52
28.27,66.56,1007.36,56.39,433.52
22.29,59.02,1016.15,74.59,450.05
03.02,41.31,998.07,99.24,490.26
18.19,43.52,1021.05,68.29,458.57
14.07,48.06,1007.31,86.05,461.03
08.34,41.17,1011.24,90.01,480.48
00.04,58.49,1011.04,74.02,446.15
30.14,56.09,1007.15,42.31,439.16
19.07,50.09,1007.22,77.19,453.09
11.08,41.06,1017.13,97.02,464.43
14.37,39.16,1016.05,84.06,471.36
22.01,71.29,1008.02,75.38,442.35
14.47,42.16,1022.38,78.41,464
31.25,69.51,1010.25,37.23,429.17
07.17,38.18,1017.08,81.13,484.31
28.28,69.07,1006.36,69.09,435.29
23.39,47.33,1014.15,49.42,451.41
29.03,70.04,1011.35,61.23,426.25
08.14,37.49,1009.04,80.33,481.06
17.32,44.06,1017.34,59.15,460.17
23.12,64.15,1021.14,60.34,453.13
18.14,43.56,1013.23,47.01,462.11
11.49,45.03,1020.44,86.04,471.08
10.34,40.46,1018.09,68.51,474.14
23.54,41.01,1002.05,38.05,448.56
14.09,52.05,1015.11,77.33,465.22
33.08,65.36,1005.28,49.37,427.28
25.37,68.31,1011.12,71.39,442.16
07.29,41.04,1024.06,89.19,475.11
13.55,41.11,1019.13,75.44,467.21
06.39,35.57,1025.53,77.23,488.09
27.04,62.44,1012.21,72.46,439.07
08.24,41.39,1018.21,92.32,486.06
22.22,59.06,1012.11,64.37,452.16
27.17,67.45,1016.07,49.03,430.27
13.42,41.23,994.17,96.19,469.22
21.17,57.25,1012.04,84.03,443.25
08.29,36.08,1020.38,81.53,483.26
31.38,67.45,1015.18,45.04,433.59
32.36,71.29,1008.39,47.51,433.04
16.23,53.15,1024.03,58.34,458.06
22.56,71.19,1006.25,93.09,435.14
26.31,75.06,1018.23,63.05,443.02
08.24,40.01,1018.39,78.42,477.09
25.06,60.29,1018,59.56,445.26
29.31,69.07,1006.18,63.38,435.57
21.48,67.31,1008.58,84.49,447.42
18.28,45.11,1017.39,34.11,462.28
27.36,65.34,1015.05,47.33,442.21
16.01,65.46,1014,88.08,454.16
27.37,64.13,1010.19,65.25,437.24
16.03,40.03,1005.04,86.01,464.11
23.08,48.06,1002.43,67.32,441.29
08.19,42.06,1016.57,75.38,485.02
25.28,68.09,1009.05,68.54,445.34
21.47,70.32,1012.12,88.36,440
30.54,67.45,1014.37,33.37,431.35
18.03,44.06,1018.35,63.24,456.32
26.22,72.39,1003.04,86.33,433.38
31.12,69.13,1010.01,56.54,429.41
16.39,40.03,1006.09,90.32,465.35
08.42,42.28,1008.04,88.18,482.31
23.07,69.23,1012.13,73.18,437.15
16.11,40.12,1013.21,97.46,462.06
29.11,74.09,1003.31,74.01,432.43
00.13,61.02,1010.11,78.07,442.22
28.26,65.34,1014.56,43.04,441.03
16.32,41.02,1016.04,73.37,469.31
33.04,70.08,1009.17,57.01,432.46
32.32,68.03,1015.58,41.55,430.07
27.27,75.39,1002.48,72.31,438.18
05.23,41.18,1025.13,93.14,483.12
16.12,42.16,1023.07,67.35,462.19
18.14,51.28,1015.56,90.18,458.11
27.13,59.54,1004.33,73.27,438.32
26.22,66.49,1013.02,60.32,434.35
34.02,68.14,1002.07,56.09,427.05
19.13,69.01,1011.05,95.32,449.09
12.17,41.06,1021.45,77.03,476.28
10.25,41.46,1019.07,84.41,479.28
00.22,49.32,1010.48,44.45,447.25
30.01,66.25,1009.38,65.41,435.39
30.32,70.15,1009.12,67.15,441.05
30.03,67.15,1018.08,58.46,433.26
31.01,77.17,1009.49,73.19,430.46
16.18,51.28,1014.06,100.09,455.14
32.06,74.31,1004.49,68.13,431.26
29.14,61.05,1010.04,40.35,438.16
18.04,44.36,1012.04,78.21,465.03
16.26,39.02,1017.05,67.51,462.58
06.31,42.07,1005.01,78.14,483.27
23.04,73.39,1009.48,89.22,438.51
34.02,77.17,1009.38,64.11,431.03
07.29,44.05,1020.27,73.17,484
27.41,70.38,1008.51,65.49,432.04
26.37,54.05,1014.48,66.31,452.18
26.58,59.39,1014.49,66.27,439.46
15.25,43.02,1012.04,41.43,467.23
21.24,42.07,1012.06,49.27,460.21
25.38,58.05,1012.09,70.37,447.15
27.03,64.44,1013.06,61.19,442
19.27,52.08,1005.25,99.19,450.01
05.12,41.18,1025.45,97.28,481.28
31.01,71.32,1008.09,46.27,437.54
08.31,40.36,1023.57,88.44,475.52
15.37,58.02,1019.52,81.13,459.08
29.32,61.02,1011.19,56.13,437.16
23.32,61.09,1013.27,78.32,446.08
12.55,39.31,1012.58,75.44,474.35
09.38,41.44,1015.09,86.08,482.36
10.28,41.46,1018.44,85.23,480.06
30.31,77.24,1008.02,68.24,435.28
25.34,71.06,1008.14,92.52,435.26
30.47,70.02,1010.05,62.03,436.12
20.18,56.53,1020.03,77.01,454.14
21.31,47.37,1014.08,62.57,456.16
22.01,75.27,1009.04,86.18,443.23
20.09,64.34,1021.22,74.16,449.47
22.36,59.19,1017.09,73.06,446.16
09.43,37.14,1013.03,75.39,473.57
29.26,49.03,1004.33,53.25,436.15
23.25,70.32,1009.28,86.52,438.36
22.07,61.24,1019.15,71.48,438.59
21.03,59.39,1014.23,84.53,444.21
20.34,44.09,1008.52,75.09,459.47
15.37,44.07,1011.13,87.33,465.54
14.23,41.18,1025.25,73.08,459.25
23.39,71.25,1005.22,93.07,436.08
21.48,47.43,1007.28,63.54,449.02
23.03,58.41,1014.09,90.32,445.43
20.01,45.09,1014.21,38.19,454.36
20.52,44.19,1015.09,68.01,464.33
13.58,50.23,1008.09,86.08,466.22
14.38,45.24,1024.59,82.08,471.06
28.53,70.24,1004.46,68.03,428.12
14.29,36.11,1016.04,65.49,468.54
26.33,69.34,1009.31,79.43,434.08
18.24,61.27,1020.01,71.08,454.57
06.28,41.06,1021.36,91.31,490.19
08.16,40.04,1011.21,85.56,482.18
19.01,68.11,1004.07,84.49,443.57
16.23,44.12,1010.36,83.01,457.09
09.06,41.01,1022.51,98.55,472.16
19.53,66.54,1014.12,81.46,451.19
10.17,40.46,1018.54,68.21,470.33
06.48,40.27,1010.55,82.12,487.08
13.09,41.15,1016.05,83.32,473.08
00.17,62.27,1009.08,55.23,446.12
14.43,43.05,1022.26,83.14,466.58
28.25,57.19,1008.39,67.09,437.39
12.26,40.36,1012.19,79.06,471.27
14.55,43.14,1027.29,67.04,458.17
24.57,52.35,1005.08,70.07,448.15
10.25,41.26,1007.44,98.08,476.03
22.36,51.43,1007.28,90.36,443.27
10.22,40.04,1011.19,69.22,478.33
18.58,44.06,1017.01,48.15,459.06
20.57,44.09,1008.39,63.09,456.18
09.01,41.04,1025.21,95.06,474.02
10.39,43.52,1023.35,100.07,474.04
14.37,52.05,1012.05,85.36,464.04
17.16,44.07,1011.27,70.55,462.44
25.58,47.01,1014.05,63.53,454.39
17.34,46.48,1007.18,83.15,452.06
19.13,67.26,1013.35,71.24,453.31
13.15,41.04,1020.44,83.17,467.33
29.46,49.03,1004.28,54.01,436.37
15.59,53.15,1024.03,60.33,459.27
14.02,43.02,1012.18,57.07,471.07
14.05,40.35,1011.52,66.21,475.54
32.35,78.35,1015.16,61.28,433.12
21.41,56.09,1007.03,79.41,441.41
11.01,37.05,1008.08,100.13,472.09
19.13,41.19,1004.47,91.07,458.23
17.28,44.06,1018.15,67.33,462.05
25.19,51.18,1009.18,62.28,445.03
29.06,50.05,1006.08,48.14,436.34
13.31,41.16,1011.09,89.19,473.11
17.32,43.07,1015.13,62.06,464.05
19.14,59.21,1018.03,91.55,450.17
27.09,70.36,1007.22,68.29,435.04
12.28,40.55,1006.12,98.56,472.47
14.46,45.18,1008.04,67.03,459.31
30.54,70.17,999.42,64.32,435.02
27.58,66.48,1005.22,51.23,435.34
32.17,73.21,1001.43,70.26,431.04
26.23,60.27,1013.33,67.02,447.16
12.09,36.16,1019.02,55.06,472.12
15.13,40.22,1013.07,81.22,470.41
12.36,48.04,1012.08,93.59,468.37
09.52,41.36,1023.48,86.49,483.59
27.32,73.42,1012.07,86.03,433.14
00.21,73.17,1012.13,86.13,438.11
08.32,42.28,1008.55,82.08,485.15
23.58,59.22,1010.08,81.38,445.01
21.18,61.24,1019.06,80.04,446.22
20.08,68.28,1003.02,71.57,452.47
14.12,41.32,1022.46,73.28,460.16
23.37,62.04,1010.25,75.18,445.03
07.29,39.37,1020.21,74.17,486.09
20.38,56.53,1020.22,73.53,455.29
22.11,60.27,1016.14,90.16,441.19
23.02,59.21,1012.14,83.18,440.05
28.11,69.51,1010.05,58.38,435.04
10.46,37.05,1013.12,77.14,472.16
27.18,63.06,1010.29,53.23,442.16
25.56,50.05,1006.07,69.29,442.49
20.09,40.12,1001.49,60.34,456.55
31.37,77.26,997.34,63.34,431.03
14.17,42.07,1013.04,73.17,471.42
15.06,44.11,1025.28,80.37,463.34
25.03,71.58,1010.18,87.36,434.37
07.09,39.37,1020.07,73.26,487
06.07,41.14,1027.57,87.38,480.19
10.26,38.38,1018.22,85.35,479.56
15.13,40.35,1011.15,65.02,470.03
31.32,74.33,1013.32,36.48,429.57
06.14,38.05,1012.04,75.35,489.26
28.32,69.23,1013.21,44.43,436.02
26.03,59.26,1015.26,53.15,444.24
16.37,37.39,1006.37,90.11,464.16
28.31,66.11,1015.07,59.29,447.26
24.44,70.24,1005.34,80.37,430.03
11.33,41.05,1013.58,88.07,475.01
00.27,64.34,1019.02,44.28,445.11
21.14,49.18,1020.39,86.02,450.35
22.24,60.07,1016.33,62.25,446.14
23.07,70.47,1009.04,83.37,439.04
26.35,59.14,1016.42,67.03,438.46
16.44,44.36,1014.06,76.31,468.57
21.06,41.54,1015.08,79.07,461.55
15.01,39.52,1017.53,72,468.02
20.51,64.26,1021.05,75.36,447.18
24.01,53.24,1006.47,47.58,445.09
09.38,40.46,1019.29,76.17,474.01
27.49,72.34,1008.25,68.29,428.27
33.24,68.14,1003.59,44.28,425.18
21.23,45.18,1008.51,35.09,460.06
29.09,67.25,1018.11,44.06,436.21
09.35,44.03,1011.02,88.11,476.25
17.37,41.23,999.19,68.44,461.08
